UniqueID1232,FESID2244,EnvironmentalClass,EnvironmentalSubclass,Ecological End-Product Class,Ecological End-Product Subclass,Direct Use/Non-Use Class,Direct Use/Non-Use Subclass I,Direct Use/Non-Use Subclass II,Direct User Class,Direct User Subclass I,Direct User Subclass II,FESID2244,BeneficiaryCategory,BeneficiarySubcategory,FEGSIDNumber,FEGS,Example,Importance,FEGSMeasurementincludingUnits,MeasurementType,Status,Source,Notes
436,14.21.1101.1424,Aquatic,Near Coastal Marine and Estuaries,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",14.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",14.0202,fiber,grasses,non-cultivated fiber for commercial use or sale,NA,NA,NA,NA,NA
314,15.21.1101.1424,Aquatic,Open Oceans and Seas,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",15.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,15.0207,flora,Sargassum,"organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
290,11.21.1101.1424,Aquatic,Rivers and Streams,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",11.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,11.0207,flora, ,"organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
352,11.21.1101.1424,Aquatic,Rivers and Streams,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",11.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",11.0202,fiber,"reeds, grasses",non-cultivated fiber for commercial use or sale,NA,NA,NA,NA,NA
338,25.21.1101.1424,Terrestrial,Scrubland / Shrubland,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",25.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,25.0207,flora,"juniper, tea tree","organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
579,25.21.1101.1424,Terrestrial,Scrubland / Shrubland,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",25.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",25.0202,fiber,grasses,non-cultivated fiber for commercial use or sale,NA,NA,NA,NA,NA
583,25.21.1101.1424,Terrestrial,Scrubland / Shrubland,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",25.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",25.0202,natural materials, ,non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
350,27.21.1101.1424,Terrestrial,Tundra,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",27.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,27.0207,flora,"lichens, mosses","organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
296,12.21.1101.1424,Aquatic,Wetlands,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",12.21.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,12.0207,flora,"salix alba (salicylic acid), sweet flag","organisms (i.e., flowers, plants, etc.) or associated products (i.e., fruit, greens, tubers, berries, sap) used in medicines or sold for medicinal purposes",NA,NA,NA,NA,NA
380,12.21.1101.1424,Aquatic,Wetlands,Flora,Flora,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",12.21.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",12.0202,fiber,"sphagnum, cattails, grasses",non-cultivated fiber for commercial use or sale,NA,NA,NA,NA,NA
317,16.12.1101.1424,Aquatic,Groundwater,Water,Liquid water,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",16.12.1101.1424,Commercial / Industrial,Pharmaceutical and Food Supplement Suppliers,16.0207,water, ,water used in medicines or sold for medicinal purposes,NA,NA,NA,NA,NA
611,26.41.1101.1424,Terrestrial,Barren / Rock and Sand,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",26.41.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",26.0202,natural materials,"shells, driftwood",non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
412,13.41.1101.1424,Aquatic,Lakes and Ponds,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",13.41.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",13.0202,natural materials,"shells, driftwood",non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
440,14.41.1101.1424,Aquatic,Near Coastal Marine and Estuaries,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",14.41.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",14.0202,natural materials,"shells, driftwood",non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
356,11.41.1101.1424,Aquatic,Rivers and Streams,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",11.41.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",11.0202,natural materials,mollusk shells,non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
384,12.41.1101.1424,Aquatic,Wetlands,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Raw material for transformation,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",12.41.1101.1424,Commercial / Industrial,"Timber, Fiber, and Ornamental Extractors",12.0202,natural materials,"shells, dried flowers",non-cultivated ornamental products or by-products (from cultivation) used ornamentally for commercial use or sale,NA,NA,NA,NA,NA
525,22.83.1208.1424,Terrestrial,Agroecosystems,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",22.83.1208.1424,Inspirational,Artists,22.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
621,26.83.1208.1424,Terrestrial,Barren / Rock and Sand,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",26.83.1208.1424,Inspirational,Artists,26.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
545,23.83.1208.1424,Terrestrial,Created Greenspace,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",23.83.1208.1424,Inspirational,Artists,23.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
505,21.83.1208.1424,Terrestrial,Forests,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.83.1208.1424,Inspirational,Artists,21.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
565,24.83.1208.1424,Terrestrial,Grasslands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",24.83.1208.1424,Inspirational,Artists,24.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
485,16.83.1208.1424,Aquatic,Groundwater,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",16.83.1208.1424,Inspirational,Artists,16.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
661,28.83.1208.1424,Terrestrial,Ice and Snow,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",28.83.1208.1424,Inspirational,Artists,28.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
422,13.83.1208.1424,Aquatic,Lakes and Ponds,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",13.83.1208.1424,Inspirational,Artists,13.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
450,14.83.1208.1424,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",14.83.1208.1424,Inspirational,Artists,14.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
470,15.83.1208.1424,Aquatic,Open Oceans and Seas,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",15.83.1208.1424,Inspirational,Artists,15.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
366,11.83.1208.1424,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",11.83.1208.1424,Inspirational,Artists,11.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
597,25.83.1208.1424,Terrestrial,Scrubland / Shrubland,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",25.83.1208.1424,Inspirational,Artists,25.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
641,27.83.1208.1424,Terrestrial,Tundra,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",27.83.1208.1424,Inspirational,Artists,27.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
398,12.83.1208.1424,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",12.83.1208.1424,Inspirational,Artists,12.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
530,22.81.1208.1424,Terrestrial,Agroecosystems,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",22.81.1208.1424,Inspirational,Artists,22.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
535,22.81.1208.1424,Terrestrial,Agroecosystems,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",22.81.1208.1424,Inspirational,Artists,22.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
626,26.81.1208.1424,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",26.81.1208.1424,Inspirational,Artists,26.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
631,26.81.1208.1424,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",26.81.1208.1424,Inspirational,Artists,26.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
550,23.81.1208.1424,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",23.81.1208.1424,Inspirational,Artists,23.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
555,23.81.1208.1424,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",23.81.1208.1424,Inspirational,Artists,23.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
510,21.81.1208.1424,Terrestrial,Forests,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Wholesale Trade,"Merchant Wholesalers, Nondurable Goods ",21.81.1208.1424,Inspirational,Artists,21.0702,sounds and scents,"leaves rustling, birds singing, wind, decay","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
