UniqueID1232,FESID2244,EnvironmentalClass,EnvironmentalSubclass,Ecological End-Product Class,Ecological End-Product Subclass,Direct Use/Non-Use Class,Direct Use/Non-Use Subclass I,Direct Use/Non-Use Subclass II,Direct User Class,Direct User Subclass I,Direct User Subclass II,FESID2244,BeneficiaryCategory,BeneficiarySubcategory,FEGSIDNumber,FEGS,Example,Importance,FEGSMeasurementincludingUnits,MeasurementType,Status,Source,Notes
932,21.83.1210.1611,Terrestrial,Forests,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,21.83.1210.1611,Learning,Educators and Students,21.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
915,24.83.1210.1611,Terrestrial,Grasslands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,24.83.1210.1611,Learning,Researchers,24.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
935,24.83.1210.1611,Terrestrial,Grasslands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,24.83.1210.1611,Learning,Educators and Students,24.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
907,16.83.1210.1611,Aquatic,Groundwater,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,16.83.1210.1611,Learning,Researchers,16.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
931,16.83.1210.1611,Aquatic,Groundwater,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,16.83.1210.1611,Learning,Educators and Students,16.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
923,28.83.1210.1611,Terrestrial,Ice and Snow,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,28.83.1210.1611,Learning,Researchers,28.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
939,28.83.1210.1611,Terrestrial,Ice and Snow,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,28.83.1210.1611,Learning,Educators and Students,28.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
901,13.83.1210.1611,Aquatic,Lakes and Ponds,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,13.83.1210.1611,Learning,Researchers,13.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
928,13.83.1210.1611,Aquatic,Lakes and Ponds,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,13.83.1210.1611,Learning,Educators and Students,13.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
903,14.83.1210.1611,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,14.83.1210.1611,Learning,Researchers,14.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
929,14.83.1210.1611,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,14.83.1210.1611,Learning,Educators and Students,14.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
905,15.83.1210.1611,Aquatic,Open Oceans and Seas,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,15.83.1210.1611,Learning,Researchers,15.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
930,15.83.1210.1611,Aquatic,Open Oceans and Seas,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,15.83.1210.1611,Learning,Educators and Students,15.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
897,11.83.1210.1611,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,11.83.1210.1611,Learning,Researchers,11.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
926,11.83.1210.1611,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,11.83.1210.1611,Learning,Educators and Students,11.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
917,25.83.1210.1611,Terrestrial,Scrubland / Shrubland,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,25.83.1210.1611,Learning,Researchers,25.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
936,25.83.1210.1611,Terrestrial,Scrubland / Shrubland,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,25.83.1210.1611,Learning,Educators and Students,25.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
921,27.83.1210.1611,Terrestrial,Tundra,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,27.83.1210.1611,Learning,Researchers,27.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
938,27.83.1210.1611,Terrestrial,Tundra,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,27.83.1210.1611,Learning,Educators and Students,27.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
899,12.83.1210.1611,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,12.83.1210.1611,Learning,Researchers,12.0802,presence of the environment, ,research opportunities,NA,NA,NA,NA,NA
927,12.83.1210.1611,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,"Information, science, education, and research",Industry,Educational Services,Educational Services,12.83.1210.1611,Learning,Educators and Students,12.0801,presence of the environment, ,"opportunities to understand, communicate, and educate",NA,NA,NA,NA,NA
501,21.21.1108.1512,Terrestrial,Forests,Flora,Flora,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,21.21.1108.1512,Inspirational,Artists,21.0702,natural materials,"mosses, lichens, leaves, branches","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
521,22.41.1108.1512,Terrestrial,Agroecosystems,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,22.41.1108.1512,Inspirational,Artists,22.0702,natural materials,"corn sheaths, dried flowers","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
617,26.41.1108.1512,Terrestrial,Barren / Rock and Sand,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,26.41.1108.1512,Inspirational,Artists,26.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
541,23.41.1108.1512,Terrestrial,Created Greenspace,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,23.41.1108.1512,Inspirational,Artists,23.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
561,24.41.1108.1512,Terrestrial,Grasslands,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,24.41.1108.1512,Inspirational,Artists,24.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
418,13.41.1108.1512,Aquatic,Lakes and Ponds,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,13.41.1108.1512,Inspirational,Artists,13.0702,natural materials,"shells, driftwood","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
446,14.41.1108.1512,Aquatic,Near Coastal Marine and Estuaries,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,14.41.1108.1512,Inspirational,Artists,14.0702,natural materials,"driftwood, shells","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
466,15.41.1108.1512,Aquatic,Open Oceans and Seas,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,15.41.1108.1512,Inspirational,Artists,15.0702,natural materials,driftwood,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
362,11.41.1108.1512,Aquatic,Rivers and Streams,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,11.41.1108.1512,Inspirational,Artists,11.0702,natural materials,"shells, dried flowers","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
593,25.41.1108.1512,Terrestrial,Scrubland / Shrubland,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,25.41.1108.1512,Inspirational,Artists,25.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
637,27.41.1108.1512,Terrestrial,Tundra,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,27.41.1108.1512,Inspirational,Artists,27.0702,natural materials, ,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
394,12.41.1108.1512,Aquatic,Wetlands,Other Biotic Components ,Other Biotic Components ,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,12.41.1108.1512,Inspirational,Artists,12.0702,natural materials,"shells, dried flowers","natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
657,28.11.1108.1512,Terrestrial,Ice and Snow,Water,Snow/Ice,Direct Use,Extractive Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,28.11.1108.1512,Inspirational,Artists,28.0702,natural materials,ice,"natural materials that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., sculpture, mixed media paintings, etc.)",NA,NA,NA,NA,NA
526,22.83.1208.1512,Terrestrial,Agroecosystems,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,22.83.1208.1512,Inspirational,Artists,22.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
848,31.83.1208.1512,Atmospheric,Atmosphere,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,31.83.1208.1512,Inspirational,Artists,31.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
622,26.83.1208.1512,Terrestrial,Barren / Rock and Sand,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,26.83.1208.1512,Inspirational,Artists,26.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
546,23.83.1208.1512,Terrestrial,Created Greenspace,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,23.83.1208.1512,Inspirational,Artists,23.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
506,21.83.1208.1512,Terrestrial,Forests,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,21.83.1208.1512,Inspirational,Artists,21.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
566,24.83.1208.1512,Terrestrial,Grasslands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,24.83.1208.1512,Inspirational,Artists,24.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
486,16.83.1208.1512,Aquatic,Groundwater,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,16.83.1208.1512,Inspirational,Artists,16.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
662,28.83.1208.1512,Terrestrial,Ice and Snow,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,28.83.1208.1512,Inspirational,Artists,28.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
423,13.83.1208.1512,Aquatic,Lakes and Ponds,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,13.83.1208.1512,Inspirational,Artists,13.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
451,14.83.1208.1512,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,14.83.1208.1512,Inspirational,Artists,14.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
471,15.83.1208.1512,Aquatic,Open Oceans and Seas,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,15.83.1208.1512,Inspirational,Artists,15.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
367,11.83.1208.1512,Aquatic,Rivers and Streams,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,11.83.1208.1512,Inspirational,Artists,11.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
598,25.83.1208.1512,Terrestrial,Scrubland / Shrubland,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,25.83.1208.1512,Inspirational,Artists,25.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
642,27.83.1208.1512,Terrestrial,Tundra,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,27.83.1208.1512,Inspirational,Artists,27.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
399,12.83.1208.1512,Aquatic,Wetlands,Combined End-products,Presence of environmental class/sub-class ,Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,12.83.1208.1512,Inspirational,Artists,12.0702,presence of the environment, ,opportunity for a sensory experience [which may lead to the benefit of inspiration for art],NA,NA,NA,NA,NA
531,22.81.1208.1512,Terrestrial,Agroecosystems,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,22.81.1208.1512,Inspirational,Artists,22.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
536,22.81.1208.1512,Terrestrial,Agroecosystems,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,22.81.1208.1512,Inspirational,Artists,22.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
850,31.81.1208.1512,Atmospheric,Atmosphere,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,31.81.1208.1512,Inspirational,Artists,31.0702,sounds and scents,"thunder, wind blowing","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
852,31.81.1208.1512,Atmospheric,Atmosphere,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,31.81.1208.1512,Inspirational,Artists,31.0702,viewscapes, ,"sky that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
627,26.81.1208.1512,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,26.81.1208.1512,Inspirational,Artists,26.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
632,26.81.1208.1512,Terrestrial,Barren / Rock and Sand,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,26.81.1208.1512,Inspirational,Artists,26.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
551,23.81.1208.1512,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,23.81.1208.1512,Inspirational,Artists,23.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
556,23.81.1208.1512,Terrestrial,Created Greenspace,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,23.81.1208.1512,Inspirational,Artists,23.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
511,21.81.1208.1512,Terrestrial,Forests,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,21.81.1208.1512,Inspirational,Artists,21.0702,sounds and scents,"leaves rustling, birds singing, wind, decay","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
516,21.81.1208.1512,Terrestrial,Forests,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,21.81.1208.1512,Inspirational,Artists,21.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
571,24.81.1208.1512,Terrestrial,Grasslands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,24.81.1208.1512,Inspirational,Artists,24.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
576,24.81.1208.1512,Terrestrial,Grasslands,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,24.81.1208.1512,Inspirational,Artists,24.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
491,16.81.1208.1512,Aquatic,Groundwater,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,16.81.1208.1512,Inspirational,Artists,16.0702,sounds and scents,"water dripping in caves, geysers","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
496,16.81.1208.1512,Aquatic,Groundwater,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,16.81.1208.1512,Inspirational,Artists,16.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
667,28.81.1208.1512,Terrestrial,Ice and Snow,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,28.81.1208.1512,Inspirational,Artists,28.0702,sounds and scents,ice cracking,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
672,28.81.1208.1512,Terrestrial,Ice and Snow,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,28.81.1208.1512,Inspirational,Artists,28.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
428,13.81.1208.1512,Aquatic,Lakes and Ponds,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,13.81.1208.1512,Inspirational,Artists,13.0702,sounds and scents,"waves lapping, fish splashing","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
433,13.81.1208.1512,Aquatic,Lakes and Ponds,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,13.81.1208.1512,Inspirational,Artists,13.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
456,14.81.1208.1512,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,14.81.1208.1512,Inspirational,Artists,14.0702,sounds and scents,"waves crashing, seagulls","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
461,14.81.1208.1512,Aquatic,Near Coastal Marine and Estuaries,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,14.81.1208.1512,Inspirational,Artists,14.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
476,15.81.1208.1512,Aquatic,Open Oceans and Seas,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,15.81.1208.1512,Inspirational,Artists,15.0702,sounds and scents,"whale calls, waves","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
481,15.81.1208.1512,Aquatic,Open Oceans and Seas,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,15.81.1208.1512,Inspirational,Artists,15.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
372,11.81.1208.1512,Aquatic,Rivers and Streams,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,11.81.1208.1512,Inspirational,Artists,11.0702,sounds and scents,"birds singing, rapids","sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
377,11.81.1208.1512,Aquatic,Rivers and Streams,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,11.81.1208.1512,Inspirational,Artists,11.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
603,25.81.1208.1512,Terrestrial,Scrubland / Shrubland,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,25.81.1208.1512,Inspirational,Artists,25.0702,sounds and scents, ,"sounds and scents that provide a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
608,25.81.1208.1512,Terrestrial,Scrubland / Shrubland,Combined End-products,"Scapes
",Direct Use,In-situ Use,Cultural/spiritual activities,Industry,Information,Motion Picture and Sound Recording Industries,25.81.1208.1512,Inspirational,Artists,25.0702,viewscapes, ,"landscape that provides a sensory experience [which may lead to the benefic of inspiration for art] or can be directly used in art (e.g., films, soundtracks, etc.)",NA,NA,NA,NA,NA
